,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year,TeamName,unique,imaged_url
866,55,Stuart Binny,13,8,9.0,64,3,2/14,21.33,7.11,18.0,0,0,2014,RR,stuartbinny,https://scores.iplt20.com/ipl/playerimages/Stuart%20Binny.png
867,56,Darren Sammy,10,8,14.0,157,3,4/22,52.33,11.21,28.0,0,0,2014,SRH,darrensammy,https://scores.iplt20.com/ipl/playerimages/Darren%20Sammy.png
868,57,Shivam Sharma,4,4,16.0,121,3,2/26,40.33,7.56,32.0,0,0,2014,PBKS,shivamsharma,https://scores.iplt20.com/ipl/playerimages/Shivam%20Sharma.png
869,58,Ishant Sharma,3,3,11.0,101,3,5/12,33.66,9.18,22.0,0,0,2014,SRH,ishantsharma,https://scores.iplt20.com/ipl/playerimages/Ishant%20Sharma.png
870,59,Abu Nechim,4,4,14.0,113,3,2/27,37.66,7.88,28.66,0,0,2014,RCB,abunechim,https://scores.iplt20.com/ipl/playerimages/Abu%20Nechim.png
871,60,Praveen Kumar,3,3,12.0,78,3,3/18,26.0,6.5,24.0,0,0,2014,MI,praveenkumar,https://scores.iplt20.com/ipl/playerimages/Praveen%20Kumar.png
872,61,Muttiah Muralitharan,5,5,16.0,124,3,3/11,41.33,7.75,32.0,0,0,2014,RCB,muttiahmuralitharan,https://scores.iplt20.com/ipl/playerimages/Muttiah%20Muralitharan.png
873,62,JP Duminy,14,11,33.0,240,3,4/17,80.0,7.27,66.0,0,0,2014,DC,jpduminy,https://scores.iplt20.com/ipl/playerimages/JP%20Duminy.png
874,63,Krishmar Santokie,2,2,8.0,90,3,2/50,30.0,11.25,16.0,0,0,2014,MI,krishmarsantokie,https://scores.iplt20.com/ipl/playerimages/Krishmar%20Santokie.png
875,64,Siddarth Kaul,5,5,13.0,126,2,4/29,63.0,9.69,39.0,0,0,2014,DC,siddarthkaul,https://scores.iplt20.com/ipl/playerimages/Siddarth%20Kaul.png
876,65,Nathan Coulter-Nile,2,1,4.0,27,2,4/14,13.5,6.75,12.0,0,0,2014,DC,nathancoulternile,https://scores.iplt20.com/ipl/playerimages/Nathan%20Coulter-Nile.png
877,66,David Hussey,5,1,3.0,38,2,2/2,19.0,13.41,8.5,0,0,2014,CSK,davidhussey,https://scores.iplt20.com/ipl/playerimages/David%20Hussey.png
878,67,Samuel Badree,4,4,14.0,97,2,4/9,48.5,6.92,42.0,0,0,2014,CSK,samuelbadree,https://scores.iplt20.com/ipl/playerimages/Samuel%20Badree.png
879,68,Kieron Pollard,15,12,25.0,262,2,4/44,131.0,10.48,75.0,0,0,2014,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
880,69,Marchant de Lange,1,1,4.0,32,2,3/34,16.0,8.0,12.0,0,0,2014,MI,marchantdelange,https://scores.iplt20.com/ipl/playerimages/Marchant%20de%20Lange.png
881,70,Rahul Tewatia,3,3,9.0,59,2,3/18,29.5,6.55,27.0,0,0,2014,RR,rahultewatia,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tewatia.png
882,71,Rahul Shukla,3,3,9.0,98,2,2/28,49.0,10.88,27.0,0,0,2014,DC,rahulshukla,https://scores.iplt20.com/ipl/playerimages/Rahul%20Shukla.png
883,72,Ben Cutting,1,1,4.0,31,1,2/20,31.0,7.75,24.0,0,0,2014,RR,bencutting,https://scores.iplt20.com/ipl/playerimages/Ben%20Cutting.png
884,73,Vikramjeet Malik,1,1,3.0,29,1,2/14,29.0,9.66,18.0,0,0,2014,RR,vikramjeetmalik,https://scores.iplt20.com/ipl/playerimages/Vikramjeet%20Malik.png
885,74,Laxmi Ratan Shukla,6,5,9.0,83,1,3/25,83.0,8.89,56.0,0,0,2014,DC,laxmiratanshukla,https://scores.iplt20.com/ipl/playerimages/Laxmi%20Ratan%20Shukla.png
886,75,Suresh Raina,16,8,18.0,134,1,2/0,134.0,7.44,108.0,0,0,2014,CSK,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
887,76,Andre Russell,2,2,5.0,52,1,5/15,52.0,10.4,30.0,0,0,2014,KKR,andrerussell,https://scores.iplt20.com/ipl/playerimages/Andre%20Russell.png
888,77,Murali Kartik,2,2,8.0,91,1,3/17,91.0,11.37,48.0,0,0,2014,PBKS,muralikartik,https://scores.iplt20.com/ipl/playerimages/Murali%20Kartik.png
889,78,Lendl Simmons,8,1,3.0,34,1,1/34,34.0,11.33,18.0,0,0,2014,MI,lendlsimmons,https://scores.iplt20.com/ipl/playerimages/Lendl%20Simmons.png
890,79,Parveez Rasool,3,3,9.0,83,1,1/20,83.0,9.22,54.0,0,0,2014,SRH,parveezrasool,https://scores.iplt20.com/ipl/playerimages/Parveez%20Rasool.png
891,80,Glenn Maxwell,16,7,11.0,132,1,2/15,132.0,12.0,66.0,0,0,2014,PBKS,glennmaxwell,https://scores.iplt20.com/ipl/playerimages/Glenn%20Maxwell.png
892,81,John Hastings,1,1,3.0,29,1,2/6,29.0,9.66,18.0,0,0,2014,CSK,johnhastings,https://scores.iplt20.com/ipl/playerimages/John%20Hastings.png
893,82,Ryan ten Doeschate,10,4,5.0,35,1,1/24,35.0,7.0,30.0,0,0,2014,KKR,ryantendoeschate,https://scores.iplt20.com/ipl/playerimages/Ryan%20ten%20Doeschate.png
894,83,Rohit Sharma,15,2,3.0,26,1,4/6,26.0,8.66,18.0,0,0,2014,MI,rohitsharma,https://scores.iplt20.com/ipl/playerimages/Rohit%20Sharma.png
895,84,Pat Cummins,1,1,4.0,29,1,4/34,29.0,7.25,24.0,0,0,2014,KKR,patcummins,https://scores.iplt20.com/ipl/playerimages/Pat%20Cummins.png
896,85,Pawan Suyal,1,1,3.0,35,1,1/21,35.0,11.66,18.0,0,0,2014,MI,pawansuyal,https://scores.iplt20.com/ipl/playerimages/Pawan%20Suyal.png
897,86,Jimmy Neesham,4,4,9.0,91,1,3/12,91.0,10.11,54.0,0,0,2014,DC,jimmyneesham,https://scores.iplt20.com/ipl/playerimages/Jimmy%20Neesham.png
898,87,Ravi Rampaul,2,2,6.0,37,1,3/31,37.0,6.16,36.0,0,0,2014,RCB,ravirampaul,https://scores.iplt20.com/ipl/playerimages/Ravi%20Rampaul.png
899,88,Jason Holder,1,1,3.0,35,1,4/52,35.0,11.66,18.0,0,0,2014,SRH,jasonholder,https://scores.iplt20.com/ipl/playerimages/Jason%20Holder.png
900,89,Rahul Sharma,2,2,6.0,65,1,3/13,65.0,10.83,36.0,0,0,2014,DC,rahulsharma,https://scores.iplt20.com/ipl/playerimages/Rahul%20Sharma.png
901,1,Dwayne Bravo,18,18,62.0,497,32,4/22,15.53,7.95,11.71,1,0,2013,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
902,2,James Faulkner,16,16,63.0,427,28,5/16,15.25,6.75,13.53,0,2,2013,RR,jamesfaulkner,https://scores.iplt20.com/ipl/playerimages/James%20Faulkner.png
903,3,Harbhajan Singh,19,19,70.0,456,24,5/18,19.0,6.51,17.5,0,0,2013,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
904,4,Mitchell Johnson,17,17,64.0,459,24,3/26,19.12,7.17,16.0,0,0,2013,MI,mitchelljohnson,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Johnson.png
905,5,Vinay Kumar,16,16,60.0,493,23,4/40,21.43,8.19,15.69,0,0,2013,RCB,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
906,6,Sunil Narine,16,16,64.0,350,22,5/19,15.9,5.46,17.45,2,0,2013,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
907,7,Amit Mishra,17,17,62.0,394,21,5/17,18.76,6.35,17.71,1,0,2013,SRH,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
908,8,Lasith Malinga,17,17,65.0,468,20,5/13,23.4,7.16,19.6,0,0,2013,MI,lasithmalinga,https://scores.iplt20.com/ipl/playerimages/Lasith%20Malinga.png
909,9,Mohit Sharma,15,15,50.0,326,20,4/14,16.3,6.43,15.2,0,0,2013,CSK,mohitsharma,https://scores.iplt20.com/ipl/playerimages/Mohit%20Sharma.png
910,10,Dale Steyn,17,17,68.0,384,19,3/11,20.21,5.66,21.42,0,0,2013,SRH,dalesteyn,https://scores.iplt20.com/ipl/playerimages/Dale%20Steyn.png
911,11,Kevon Cooper,14,14,54.0,449,19,4/26,23.63,8.31,17.05,0,0,2013,RR,kevoncooper,https://scores.iplt20.com/ipl/playerimages/Kevon%20Cooper.png
912,12,Thisara Perera,16,16,59.0,478,19,3/20,25.15,8.01,18.84,0,0,2013,SRH,thisaraperera,https://scores.iplt20.com/ipl/playerimages/Thisara%20Perera.png
913,13,Ashok Dinda,13,13,49.0,465,16,4/18,29.06,9.48,18.37,0,0,2013,PWI,ashokdinda,https://scores.iplt20.com/ipl/playerimages/Ashok%20Dinda.png
914,14,Jacques Kallis,16,15,53.0,394,16,3/13,24.62,7.43,19.87,0,0,2013,KKR,jacqueskallis,https://scores.iplt20.com/ipl/playerimages/Jacques%20Kallis.png
915,15,Pragyan Ojha,16,15,52.0,381,16,3/11,23.81,7.28,19.62,0,0,2013,MI,pragyanojha,https://scores.iplt20.com/ipl/playerimages/Pragyan%20Ojha.png
916,16,Umesh Yadav,16,16,58.0,508,16,4/24,31.75,8.78,21.68,1,0,2013,DC,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
917,17,Azhar Mahmood,11,11,44.0,330,15,3/20,22.0,7.52,17.53,0,0,2013,PBKS,azharmahmood,https://scores.iplt20.com/ipl/playerimages/Azhar%20Mahmood.png
918,18,Chris Morris,16,16,50.0,401,15,4/23,26.73,8.02,20.0,0,0,2013,CSK,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
919,19,Ishant Sharma,16,16,59.0,466,15,5/12,31.06,7.81,23.86,0,0,2013,SRH,ishantsharma,https://scores.iplt20.com/ipl/playerimages/Ishant%20Sharma.png
920,20,Parvinder Awana,14,14,54.0,412,15,4/34,27.46,7.62,21.6,0,0,2013,PBKS,parvinderawana,https://scores.iplt20.com/ipl/playerimages/Parvinder%20Awana.png
921,21,Ravichandran Ashwin,18,18,58.0,390,15,4/34,26.0,6.72,23.2,0,0,2013,CSK,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
922,22,Bhuvneshwar Kumar,16,16,57.0,371,13,5/19,28.53,6.5,26.3,0,0,2013,PWI,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
923,23,Jaydev Unadkat,13,13,49.0,370,13,5/25,28.46,7.55,22.61,0,1,2013,RCB,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
924,24,Ravi Rampaul,10,10,37.0,261,13,3/31,20.07,6.92,17.38,0,0,2013,RCB,ravirampaul,https://scores.iplt20.com/ipl/playerimages/Ravi%20Rampaul.png
925,25,Ravindra Jadeja,18,15,43.0,323,13,5/16,24.84,7.48,19.92,0,0,2013,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
926,26,RP Singh,11,11,40.0,335,13,4/22,25.76,8.41,18.38,0,0,2013,RCB,rpsingh,https://scores.iplt20.com/ipl/playerimages/RP%20Singh.png
927,27,Shane Watson,16,13,41.0,298,13,4/29,22.92,7.15,19.23,0,0,2013,RR,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
928,28,Lakshmipathy Balaji,13,13,50.0,387,12,5/24,32.25,7.74,25.0,0,0,2013,KKR,lakshmipathybalaji,https://scores.iplt20.com/ipl/playerimages/Lakshmipathy%20Balaji.png
929,29,Praveen Kumar,15,15,56.0,373,12,3/18,31.08,6.62,28.16,0,0,2013,PBKS,praveenkumar,https://scores.iplt20.com/ipl/playerimages/Praveen%20Kumar.png
930,30,Siddharth Trivedi,17,17,60.0,410,12,4/25,34.16,6.85,29.91,0,0,2013,RR,siddharthtrivedi,https://scores.iplt20.com/ipl/playerimages/Siddharth%20Trivedi.png
931,31,Ashish Nehra,10,10,36.0,316,11,4/10,28.72,8.77,19.63,0,0,2013,DC,ashishnehra,https://scores.iplt20.com/ipl/playerimages/Ashish%20Nehra.png
932,32,Karn Sharma,13,13,35.0,230,11,4/16,20.9,6.6,19.0,0,0,2013,SRH,karnsharma,https://scores.iplt20.com/ipl/playerimages/Karn%20Sharma.png
933,33,Piyush Chawla,16,16,58.0,418,11,4/17,38.0,7.16,31.81,0,0,2013,PBKS,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
934,34,Rajat Bhatia,15,15,44.0,332,11,4/15,30.18,7.57,23.9,0,0,2013,KKR,rajatbhatia,https://scores.iplt20.com/ipl/playerimages/Rajat%20Bhatia.png
935,35,Irfan Pathan,15,15,51.0,382,10,3/24,38.2,7.44,30.8,0,0,2013,DC,irfanpathan,https://scores.iplt20.com/ipl/playerimages/Irfan%20Pathan.png
936,36,Kieron Pollard,18,14,31.0,292,10,4/44,29.2,9.41,18.6,0,0,2013,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
937,37,Murali Kartik,11,11,39.0,284,9,3/17,31.55,7.28,26.0,0,0,2013,RCB,muralikartik,https://scores.iplt20.com/ipl/playerimages/Murali%20Kartik.png
938,38,Rahul Sharma,11,11,41.0,281,9,3/13,31.22,6.85,27.33,0,0,2013,PWI,rahulsharma,https://scores.iplt20.com/ipl/playerimages/Rahul%20Sharma.png
939,39,Sachithra Senanayake,8,8,32.0,209,9,2/26,23.22,6.53,21.33,0,0,2013,KKR,sachithrasenanayake,https://scores.iplt20.com/ipl/playerimages/Sachithra%20Senanayake.png
940,40,Shahbaz Nadeem,12,12,44.0,259,9,3/16,28.77,5.88,29.33,0,0,2013,DC,shahbaznadeem,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Nadeem.png
941,41,Darren Sammy,10,9,22.0,168,8,4/22,21.0,7.52,16.75,1,0,2013,SRH,darrensammy,https://scores.iplt20.com/ipl/playerimages/Darren%20Sammy.png
942,42,Dhawal Kulkarni,6,6,18.0,151,8,4/14,18.87,8.08,14.0,0,0,2013,MI,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
943,43,Sandeep Sharma,4,4,16.0,119,8,4/20,14.87,7.43,12.0,0,0,2013,PBKS,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
944,44,Albie Morkel,8,7,24.0,159,7,4/32,22.71,6.62,20.57,0,0,2013,CSK,albiemorkel,https://scores.iplt20.com/ipl/playerimages/Albie%20Morkel.png
945,45,Iqbal Abdulla,5,5,19.0,142,7,3/24,20.28,7.53,16.14,0,0,2013,KKR,iqbalabdulla,https://scores.iplt20.com/ipl/playerimages/Iqbal%20Abdulla.png
946,46,Manpreet Gony,8,8,28.0,256,7,3/31,36.57,9.14,24.0,0,0,2013,PBKS,manpreetgony,https://scores.iplt20.com/ipl/playerimages/Manpreet%20Gony.png
947,47,Mitchell Marsh,9,7,19.0,182,7,4/25,26.0,9.41,16.57,0,0,2013,PWI,mitchellmarsh,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Marsh.png
948,48,Moises Henriques,10,8,21.0,185,7,3/12,26.42,8.74,18.14,0,0,2013,RCB,moiseshenriques,https://scores.iplt20.com/ipl/playerimages/Moises%20Henriques.png
949,49,Morne Morkel,10,10,40.0,335,7,4/20,47.85,8.37,34.28,0,0,2013,DC,mornemorkel,https://scores.iplt20.com/ipl/playerimages/Morne%20Morkel.png
950,50,Ajit Chandila,8,8,25.0,156,6,4/13,26.0,6.24,25.0,0,0,2013,RR,ajitchandila,https://scores.iplt20.com/ipl/playerimages/Ajit%20Chandila.png
951,51,Stuart Binny,17,14,24.0,162,6,2/14,27.0,6.75,24.0,0,0,2013,RR,stuartbinny,https://scores.iplt20.com/ipl/playerimages/Stuart%20Binny.png
952,52,Wayne Parnell,4,4,15.0,137,6,3/27,22.83,9.23,14.83,0,0,2013,PWI,wayneparnell,https://scores.iplt20.com/ipl/playerimages/Wayne%20Parnell.png
953,53,Yuvraj Singh,13,10,22.0,152,6,4/29,25.33,6.9,22.0,0,0,2013,PWI,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
954,54,Angelo Mathews,11,10,31.0,240,5,4/19,48.0,7.74,37.2,0,0,2013,PWI,angelomathews,https://scores.iplt20.com/ipl/playerimages/Angelo%20Mathews.png
955,55,Harmeet Singh Bansal,3,3,11.0,87,5,3/24,17.4,7.67,13.6,0,0,2013,PBKS,harmeetsinghbansal,https://scores.iplt20.com/ipl/playerimages/Harmeet%20Singh%20Bansal.png
956,56,Johan Botha,6,6,16.0,109,5,3/6,21.8,6.54,20.0,0,0,2013,DC,johanbotha,https://scores.iplt20.com/ipl/playerimages/Johan%20Botha.png
957,57,Shanthakumaran Sreesanth,7,7,21.0,163,5,3/29,32.6,7.52,26.0,0,0,2013,RR,shanthakumaransreesanth,https://scores.iplt20.com/ipl/playerimages/Shanthakumaran%20Sreesanth.png
958,58,Zaheer Khan,2,2,6.0,47,5,4/17,9.4,7.83,7.2,1,0,2013,RCB,zaheerkhan,https://scores.iplt20.com/ipl/playerimages/Zaheer%20Khan.png
959,59,Brett Lee,3,3,12.0,86,4,3/15,21.5,7.16,18.0,0,0,2013,KKR,brettlee,https://scores.iplt20.com/ipl/playerimages/Brett%20Lee.png
960,60,Dirk Nannes,5,5,20.0,158,4,3/27,39.5,7.96,29.75,0,0,2013,CSK,dirknannes,https://scores.iplt20.com/ipl/playerimages/Dirk%20Nannes.png
961,61,Siddarth Kaul,6,6,22.0,170,4,4/29,42.5,7.78,32.75,0,0,2013,DC,siddarthkaul,https://scores.iplt20.com/ipl/playerimages/Siddarth%20Kaul.png
962,62,Abu Nechim,2,2,7.0,45,3,2/27,15.0,6.42,14.0,0,0,2013,MI,abunechim,https://scores.iplt20.com/ipl/playerimages/Abu%20Nechim.png
963,63,Ali Murtaza,3,3,10.0,94,3,3/15,31.33,9.4,20.0,0,0,2013,PWI,alimurtaza,https://scores.iplt20.com/ipl/playerimages/Ali%20Murtaza.png
964,64,Ashish Reddy,12,5,6.0,70,3,3/25,23.33,10.5,13.33,0,0,2013,SRH,ashishreddy,https://scores.iplt20.com/ipl/playerimages/Ashish%20Reddy.png
965,65,Chris Gayle,16,4,4.0,40,3,3/21,13.33,10.0,8.0,0,0,2013,RCB,chrisgayle,https://scores.iplt20.com/ipl/playerimages/Chris%20Gayle.png
966,66,Jasprit Bumrah,2,2,7.0,70,3,4/14,23.33,10.0,14.0,0,0,2013,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
967,67,Munaf Patel,4,4,15.0,137,3,5/21,45.66,9.13,30.0,0,0,2013,MI,munafpatel,https://scores.iplt20.com/ipl/playerimages/Munaf%20Patel.png
968,68,Muttiah Muralitharan,6,6,23.0,177,3,3/11,59.0,7.69,46.0,0,0,2013,RCB,muttiahmuralitharan,https://scores.iplt20.com/ipl/playerimages/Muttiah%20Muralitharan.png
969,69,Rahul Shukla,3,3,8.0,79,3,2/28,26.33,9.87,16.0,0,0,2013,RR,rahulshukla,https://scores.iplt20.com/ipl/playerimages/Rahul%20Shukla.png
970,70,Roelof van der Merwe,3,3,11.0,71,3,3/20,23.66,6.45,22.0,0,0,2013,DC,roelofvandermerwe,https://scores.iplt20.com/ipl/playerimages/Roelof%20van%20der%20Merwe.png
971,71,Ryan McLaren,2,2,7.0,94,3,2/28,31.33,13.42,14.0,0,0,2013,KKR,ryanmclaren,https://scores.iplt20.com/ipl/playerimages/Ryan%20McLaren.png
972,72,Syed Mohammad,4,4,10.0,91,3,2/15,30.33,9.1,20.0,0,0,2013,RCB,syedmohammad,https://scores.iplt20.com/ipl/playerimages/Syed%20Mohammad.png
973,73,Abhishek Nayar,11,3,8.0,59,2,3/13,29.5,7.37,24.0,0,0,2013,PWI,abhisheknayar,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Nayar.png
974,74,Ajantha Mendis,3,3,12.0,78,2,2/19,39.0,6.5,36.0,0,0,2013,PWI,ajanthamendis,https://scores.iplt20.com/ipl/playerimages/Ajantha%20Mendis.png
975,75,Anand Rajan,2,2,8.0,42,2,3/27,21.0,5.25,24.0,0,0,2013,SRH,anandrajan,https://scores.iplt20.com/ipl/playerimages/Anand%20Rajan.png
976,76,Dwayne Smith,13,3,5.0,59,2,4/8,29.5,11.8,15.0,0,0,2013,MI,dwaynesmith,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Smith.png
977,77,Jason Holder,6,6,20.0,168,2,4/52,84.0,8.4,60.0,0,0,2013,CSK,jasonholder,https://scores.iplt20.com/ipl/playerimages/Jason%20Holder.png
978,78,Kane Richardson,3,3,12.0,101,2,3/13,50.5,8.53,35.5,0,0,2013,PWI,kanerichardson,https://scores.iplt20.com/ipl/playerimages/Kane%20Richardson.png
979,79,Luke Wright,6,5,10.0,100,2,1/12,50.0,10.16,29.5,0,0,2013,PWI,lukewright,https://scores.iplt20.com/ipl/playerimages/Luke%20Wright.png
980,80,Rishi Dhawan,6,5,15.0,109,2,2/14,54.5,7.26,45.0,0,0,2013,MI,rishidhawan,https://scores.iplt20.com/ipl/playerimages/Rishi%20Dhawan.png
981,81,Vikramjeet Malik,3,3,10.0,59,2,2/14,29.5,5.9,30.0,0,0,2013,RR,vikramjeetmalik,https://scores.iplt20.com/ipl/playerimages/Vikramjeet%20Malik.png
982,82,Aaron Finch,14,3,4.0,49,1,1/11,49.0,12.25,24.0,0,0,2013,PWI,aaronfinch,https://scores.iplt20.com/ipl/playerimages/Aaron%20Finch.png
983,83,Abhimanyu Mithun,1,1,4.0,37,1,2/37,37.0,9.25,24.0,0,0,2013,RCB,abhimanyumithun,https://scores.iplt20.com/ipl/playerimages/Abhimanyu%20Mithun.png
984,84,Andrew McDonald,1,1,2.0,17,1,2/25,17.0,8.5,12.0,0,0,2013,RCB,andrewmcdonald,https://scores.iplt20.com/ipl/playerimages/Andrew%20McDonald.png
985,85,Ankeet Chavan,3,3,9.0,63,1,2/23,63.0,7.0,54.0,0,0,2013,RR,ankeetchavan,https://scores.iplt20.com/ipl/playerimages/Ankeet%20Chavan.png
986,86,Ankit Rajpoot,2,2,4.0,35,1,5/14,35.0,8.75,24.0,0,0,2013,CSK,ankitrajpoot,https://scores.iplt20.com/ipl/playerimages/Ankit%20Rajpoot.png
987,87,Ben Laughlin,2,2,7.0,71,1,2/15,71.0,10.14,42.0,0,0,2013,CSK,benlaughlin,https://scores.iplt20.com/ipl/playerimages/Ben%20Laughlin.png
988,88,Bhargav Bhatt,2,2,5.0,32,1,4/22,32.0,6.4,30.0,0,0,2013,PBKS,bhargavbhatt,https://scores.iplt20.com/ipl/playerimages/Bhargav%20Bhatt.png
989,89,Bipul Sharma,1,1,4.0,21,1,2/13,21.0,5.25,24.0,0,0,2013,PBKS,bipulsharma,https://scores.iplt20.com/ipl/playerimages/Bipul%20Sharma.png
990,90,Cameron White,13,2,2.0,16,1,1/14,16.0,8.0,12.0,0,0,2013,SRH,cameronwhite,https://scores.iplt20.com/ipl/playerimages/Cameron%20White.png
991,91,Hanuma Vihari,17,5,6.0,38,1,1/5,38.0,6.33,36.0,0,0,2013,SRH,hanumavihari,https://scores.iplt20.com/ipl/playerimages/Hanuma%20Vihari.png
992,92,Harmeet Singh,1,1,4.0,34,1,1/34,34.0,8.5,24.0,0,0,2013,RR,harmeetsingh,https://scores.iplt20.com/ipl/playerimages/Harmeet%20Singh.png
993,93,Ishwar Pandey,2,2,4.0,50,1,2/23,50.0,12.5,24.0,0,0,2013,PWI,ishwarpandey,https://scores.iplt20.com/ipl/playerimages/Ishwar%20Pandey.png
994,94,Jeevan Mendis,3,2,5.0,36,1,1/16,36.0,7.2,30.0,0,0,2013,DC,jeevanmendis,https://scores.iplt20.com/ipl/playerimages/Jeevan%20Mendis.png
995,95,Laxmi Ratan Shukla,4,2,3.0,22,1,3/25,22.0,7.33,18.0,0,0,2013,KKR,laxmiratanshukla,https://scores.iplt20.com/ipl/playerimages/Laxmi%20Ratan%20Shukla.png
996,96,Marlon Samuels,2,1,4.0,34,1,3/39,34.0,8.5,24.0,0,0,2013,PWI,marlonsamuels,https://scores.iplt20.com/ipl/playerimages/Marlon%20Samuels.png
997,97,Mohammad Shami,3,3,9.0,78,1,3/15,78.0,8.66,54.0,0,0,2013,KKR,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
998,98,Nathan Coulter-Nile,1,1,4.0,29,1,4/14,29.0,7.25,24.0,0,0,2013,MI,nathancoulternile,https://scores.iplt20.com/ipl/playerimages/Nathan%20Coulter-Nile.png
999,99,Parveez Rasool,2,2,5.0,28,1,1/20,28.0,5.6,30.0,0,0,2013,PWI,parveezrasool,https://scores.iplt20.com/ipl/playerimages/Parveez%20Rasool.png
1000,100,Pawan Suyal,1,1,3.0,21,1,1/21,21.0,7.0,18.0,0,0,2013,MI,pawansuyal,https://scores.iplt20.com/ipl/playerimages/Pawan%20Suyal.png
1001,101,Pravin Tambe,3,3,11.0,88,1,4/20,88.0,8.0,66.0,0,0,2013,RR,pravintambe,https://scores.iplt20.com/ipl/playerimages/Pravin%20Tambe.png
1002,102,Ryan Harris,3,3,12.0,72,1,4/34,72.0,6.0,72.0,0,0,2013,PBKS,ryanharris,https://scores.iplt20.com/ipl/playerimages/Ryan%20Harris.png
1003,103,Sarabjit Ladda,1,1,2.0,18,1,2/44,18.0,9.0,12.0,0,0,2013,KKR,sarabjitladda,https://scores.iplt20.com/ipl/playerimages/Sarabjit%20Ladda.png
1004,104,Shaun Tait,3,3,10.0,98,1,3/13,98.0,9.8,60.0,0,0,2013,RR,shauntait,https://scores.iplt20.com/ipl/playerimages/Shaun%20Tait.png
1005,105,Suresh Raina,18,2,2.0,23,1,2/0,23.0,11.5,12.0,0,0,2013,CSK,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
1006,106,Tirumalasetti Suman,7,1,2.0,15,1,2/14,15.0,7.5,12.0,0,0,2013,PWI,tirumalasettisuman,https://scores.iplt20.com/ipl/playerimages/Tirumalasetti%20Suman.png
1007,107,Yusuf Pathan,16,5,9.0,73,1,3/20,73.0,8.11,54.0,0,0,2013,KKR,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
1008,1,Morne Morkel,16,16,63.0,453,25,4/20,18.12,7.19,15.12,1,0,2012,DC,mornemorkel,https://scores.iplt20.com/ipl/playerimages/Morne%20Morkel.png
1009,2,Sunil Narine,15,15,59.0,324,24,5/19,13.5,5.47,14.79,1,1,2012,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
1010,3,Lasith Malinga,14,14,55.0,350,22,5/13,15.9,6.3,15.13,1,0,2012,MI,lasithmalinga,https://scores.iplt20.com/ipl/playerimages/Lasith%20Malinga.png
1011,4,Umesh Yadav,17,17,61.0,453,19,4/24,23.84,7.42,19.26,0,0,2012,DC,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
1012,5,Vinay Kumar,15,14,56.0,480,19,4/40,25.26,8.59,17.63,0,0,2012,RCB,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
1013,6,Dale Steyn,12,12,46.0,285,18,3/11,15.83,6.1,15.55,0,0,2012,DEC,dalesteyn,https://scores.iplt20.com/ipl/playerimages/Dale%20Steyn.png
