,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year,TeamName,unique,imaged_url
718,77,Yusuf Pathan,15,4,6.0,33,1,3/20,33.0,5.5,36.0,0,0,2016,KKR,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
719,78,Trent Boult,1,1,4.0,39,1,4/18,39.0,9.75,24.0,0,0,2016,SRH,trentboult,https://scores.iplt20.com/ipl/playerimages/Trent%20Boult.png
720,79,Adam Milne,1,1,4.0,43,1,2/21,43.0,10.75,24.0,0,0,2016,RCB,adammilne,https://scores.iplt20.com/ipl/playerimages/Adam%20Milne.png
721,80,Ankit Sharma,3,3,11.0,84,1,2/20,84.0,7.63,66.0,0,0,2016,RPS,ankitsharma,https://scores.iplt20.com/ipl/playerimages/Ankit%20Sharma.png
722,81,Stuart Binny,14,11,17.0,134,1,2/14,134.0,7.88,102.0,0,0,2016,RCB,stuartbinny,https://scores.iplt20.com/ipl/playerimages/Stuart%20Binny.png
723,82,Ashish Reddy,4,2,4.0,39,1,3/25,39.0,10.17,23.0,0,0,2016,SRH,ashishreddy,https://scores.iplt20.com/ipl/playerimages/Ashish%20Reddy.png
724,83,Rajagopal Sathish,4,3,6.0,59,1,1/11,59.0,9.83,36.0,0,0,2016,KKR,rajagopalsathish,https://scores.iplt20.com/ipl/playerimages/Rajagopal%20Sathish.png
725,84,Pawan Negi,8,5,9.0,84,1,4/18,84.0,9.33,54.0,0,0,2016,DC,pawannegi,https://scores.iplt20.com/ipl/playerimages/Pawan%20Negi.png
726,85,Parveez Rasool,4,4,14.0,129,1,1/20,129.0,9.21,84.0,0,0,2016,RCB,parveezrasool,https://scores.iplt20.com/ipl/playerimages/Parveez%20Rasool.png
727,86,Harshal Patel,5,5,14.0,147,1,5/27,147.0,10.5,84.0,0,0,2016,RCB,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
728,1,Dwayne Bravo,17,16,52.0,426,26,4/22,16.38,8.14,12.07,0,0,2015,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
729,2,Lasith Malinga,15,15,60.0,444,24,5/13,18.5,7.4,15.0,1,0,2015,MI,lasithmalinga,https://scores.iplt20.com/ipl/playerimages/Lasith%20Malinga.png
730,3,Yuzvendra Chahal,15,14,47.0,415,23,4/25,18.04,8.86,12.21,0,0,2015,RCB,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
731,4,Ashish Nehra,16,16,62.0,449,22,4/10,20.4,7.24,16.9,1,0,2015,CSK,ashishnehra,https://scores.iplt20.com/ipl/playerimages/Ashish%20Nehra.png
732,5,Mitchell Starc,13,12,43.0,291,20,4/15,14.55,6.76,12.9,1,0,2015,RCB,mitchellstarc,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Starc.png
733,6,Mitchell McClenaghan,12,12,47.0,386,18,4/21,21.44,8.21,15.66,0,0,2015,MI,mitchellmcclenaghan,https://scores.iplt20.com/ipl/playerimages/Mitchell%20McClenaghan.png
734,7,Harbhajan Singh,15,15,57.0,446,18,5/18,24.77,7.82,19.0,0,0,2015,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
735,8,Bhuvneshwar Kumar,14,14,51.0,407,18,5/19,22.61,7.87,17.22,0,0,2015,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
736,9,Harshal Patel,15,14,44.0,328,17,5/27,19.29,7.48,15.47,0,0,2015,RCB,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
737,10,David Wiese,14,13,42.0,353,16,4/33,22.06,8.33,15.87,1,0,2015,RCB,davidwiese,https://scores.iplt20.com/ipl/playerimages/David%20Wiese.png
738,11,Nathan Coulter-Nile,11,11,42.0,321,15,4/14,21.4,7.55,17.0,1,0,2015,DC,nathancoulternile,https://scores.iplt20.com/ipl/playerimages/Nathan%20Coulter-Nile.png
739,12,Imran Tahir,10,10,35.0,314,15,4/12,20.93,8.84,14.2,1,0,2015,DC,imrantahir,https://scores.iplt20.com/ipl/playerimages/Imran%20Tahir.png
740,13,Anureet Singh,14,14,51.0,465,15,3/23,31.0,9.0,20.66,0,0,2015,PBKS,anureetsingh,https://scores.iplt20.com/ipl/playerimages/Anureet%20Singh.png
741,14,Andre Russell,13,13,40.0,324,14,5/15,23.14,7.96,17.42,0,0,2015,KKR,andrerussell,https://scores.iplt20.com/ipl/playerimages/Andre%20Russell.png
742,15,Mohit Sharma,16,16,57.0,481,14,4/14,34.35,8.43,24.42,0,0,2015,CSK,mohitsharma,https://scores.iplt20.com/ipl/playerimages/Mohit%20Sharma.png
743,16,Axar Patel,14,14,46.0,392,13,4/21,30.15,8.4,21.53,0,0,2015,PBKS,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
744,17,Sandeep Sharma,14,14,50.0,350,13,4/20,26.92,7.0,23.07,1,0,2015,PBKS,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
745,18,Dhawal Kulkarni,11,11,35.0,277,13,4/14,21.3,7.91,16.15,0,0,2015,RR,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
746,19,Chris Morris,11,11,42.0,311,13,4/23,23.92,7.4,19.38,1,0,2015,RR,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
747,20,Moises Henriques,9,9,25.0,158,11,3/12,14.36,6.32,13.63,0,0,2015,SRH,moiseshenriques,https://scores.iplt20.com/ipl/playerimages/Moises%20Henriques.png
748,21,Piyush Chawla,13,13,35.0,269,11,4/17,24.45,7.68,19.09,1,0,2015,KKR,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
749,22,Ravindra Jadeja,17,15,42.0,330,11,5/16,30.0,7.73,23.27,1,0,2015,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
750,23,Ishwar Pandey,10,10,31.0,223,11,2/23,20.27,7.19,16.9,0,0,2015,CSK,ishwarpandey,https://scores.iplt20.com/ipl/playerimages/Ishwar%20Pandey.png
751,24,Umesh Yadav,12,12,42.0,382,10,4/24,38.2,9.09,25.2,0,0,2015,KKR,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
752,25,Karn Sharma,14,14,40.0,332,10,4/16,33.2,8.33,23.9,0,0,2015,SRH,karnsharma,https://scores.iplt20.com/ipl/playerimages/Karn%20Sharma.png
753,26,Ravichandran Ashwin,14,13,39.0,228,10,4/34,22.8,5.84,23.4,0,0,2015,CSK,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
754,27,Jagadeesha Suchith,13,12,39.0,337,10,2/14,33.7,8.64,23.4,0,0,2015,MI,jagadeeshasuchith,https://scores.iplt20.com/ipl/playerimages/Jagadeesha%20Suchith.png
755,28,Morne Morkel,7,7,28.0,206,10,4/20,20.6,7.35,16.8,0,0,2015,KKR,mornemorkel,https://scores.iplt20.com/ipl/playerimages/Morne%20Morkel.png
756,29,Amit Mishra,12,12,40.0,310,9,5/17,34.44,7.71,26.77,0,0,2015,DC,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
757,30,Mitchell Johnson,9,9,36.0,336,9,3/26,37.33,9.37,23.88,0,0,2015,PBKS,mitchelljohnson,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Johnson.png
758,31,Brad Hogg,6,6,21.0,144,9,4/29,16.0,6.85,14.0,1,0,2015,KKR,bradhogg,https://scores.iplt20.com/ipl/playerimages/Brad%20Hogg.png
759,32,Trent Boult,7,7,28.0,236,9,4/18,26.22,8.42,18.66,0,0,2015,SRH,trentboult,https://scores.iplt20.com/ipl/playerimages/Trent%20Boult.png
760,33,James Faulkner,13,13,45.0,426,8,5/16,53.25,9.46,33.75,0,0,2015,RR,jamesfaulkner,https://scores.iplt20.com/ipl/playerimages/James%20Faulkner.png
761,34,Sreenath Aravind,5,5,18.0,132,8,4/14,16.5,7.33,13.5,1,0,2015,RCB,sreenatharavind,https://scores.iplt20.com/ipl/playerimages/Sreenath%20Aravind.png
762,35,JP Duminy,14,9,17.0,126,8,4/17,15.75,7.41,12.75,1,0,2015,DC,jpduminy,https://scores.iplt20.com/ipl/playerimages/JP%20Duminy.png
763,36,Angelo Mathews,11,10,30.0,246,7,4/19,35.14,8.2,25.71,0,0,2015,DC,angelomathews,https://scores.iplt20.com/ipl/playerimages/Angelo%20Mathews.png
764,37,Zaheer Khan,7,7,24.0,156,7,4/17,22.28,6.45,20.71,0,0,2015,DC,zaheerkhan,https://scores.iplt20.com/ipl/playerimages/Zaheer%20Khan.png
765,38,Sunil Narine,8,8,32.0,234,7,5/19,33.42,7.31,27.42,1,0,2015,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
766,39,Praveen Kumar,12,12,36.0,329,7,3/18,47.0,9.13,30.85,0,0,2015,SRH,praveenkumar,https://scores.iplt20.com/ipl/playerimages/Praveen%20Kumar.png
767,40,Pravin Tambe,10,10,34.0,266,7,4/20,38.0,7.82,29.14,0,0,2015,RR,pravintambe,https://scores.iplt20.com/ipl/playerimages/Pravin%20Tambe.png
768,41,Vinay Kumar,13,13,43.0,368,7,4/40,52.57,8.45,37.28,0,0,2015,MI,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
769,42,Ravi Bopara,9,7,20.0,160,6,3/31,26.66,8.0,20.0,0,0,2015,SRH,ravibopara,https://scores.iplt20.com/ipl/playerimages/Ravi%20Bopara.png
770,43,Shane Watson,10,10,29.0,269,6,4/29,44.83,9.27,29.0,0,0,2015,RR,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
771,44,Pawan Negi,10,10,30.0,252,6,4/18,42.0,8.4,30.0,0,0,2015,CSK,pawannegi,https://scores.iplt20.com/ipl/playerimages/Pawan%20Negi.png
772,45,Tim Southee,7,7,28.0,247,6,3/24,41.16,8.82,28.0,0,0,2015,RR,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
773,46,Beuran Hendricks,4,4,13.0,109,5,3/36,21.8,8.38,15.6,0,0,2015,PBKS,beuranhendricks,https://scores.iplt20.com/ipl/playerimages/Beuran%20Hendricks.png
774,47,Stuart Binny,13,10,19.0,140,4,2/14,35.0,7.36,28.5,0,0,2015,RR,stuartbinny,https://scores.iplt20.com/ipl/playerimages/Stuart%20Binny.png
775,48,Domnic Joseph,6,6,14.0,101,4,2/18,25.25,7.21,21.0,0,0,2015,DC,domnicjoseph,https://scores.iplt20.com/ipl/playerimages/Domnic%20Joseph.png
776,49,Shakib Al Hasan,4,4,14.0,123,4,3/17,30.75,8.78,21.0,0,0,2015,KKR,shakibalhasan,https://scores.iplt20.com/ipl/playerimages/Shakib%20Al%20Hasan.png
777,50,Iqbal Abdulla,5,5,19.0,150,4,3/24,37.5,7.89,28.5,0,0,2015,RCB,iqbalabdulla,https://scores.iplt20.com/ipl/playerimages/Iqbal%20Abdulla.png
778,51,Varun Aaron,6,5,17.0,177,3,3/16,59.0,10.21,34.66,0,0,2015,RCB,varunaaron,https://scores.iplt20.com/ipl/playerimages/Varun%20Aaron.png
779,52,Albie Morkel,4,4,12.0,109,3,4/32,36.33,9.08,24.0,0,0,2015,DC,albiemorkel,https://scores.iplt20.com/ipl/playerimages/Albie%20Morkel.png
780,53,Kieron Pollard,16,8,12.0,120,3,4/44,40.0,9.47,25.33,0,0,2015,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
781,54,Ankit Sharma,4,4,14.0,114,3,2/20,38.0,8.14,28.0,0,0,2015,RR,ankitsharma,https://scores.iplt20.com/ipl/playerimages/Ankit%20Sharma.png
782,55,Gurkeerat Mann Singh,5,3,9.0,66,3,2/15,22.0,7.33,18.0,0,0,2015,PBKS,gurkeeratmannsingh,https://scores.iplt20.com/ipl/playerimages/Gurkeerat%20Mann%20Singh.png
783,56,Dale Steyn,6,6,19.0,170,3,3/11,56.66,8.94,38.0,0,0,2015,SRH,dalesteyn,https://scores.iplt20.com/ipl/playerimages/Dale%20Steyn.png
784,57,Ashish Reddy,6,4,6.0,50,3,3/25,16.66,8.33,12.0,0,0,2015,SRH,ashishreddy,https://scores.iplt20.com/ipl/playerimages/Ashish%20Reddy.png
785,58,Bipul Sharma,4,3,7.0,50,3,2/13,16.66,7.14,14.0,0,0,2015,SRH,bipulsharma,https://scores.iplt20.com/ipl/playerimages/Bipul%20Sharma.png
786,59,Jasprit Bumrah,4,4,15.0,184,3,4/14,61.33,12.26,30.0,0,0,2015,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
787,60,Glenn Maxwell,11,7,10.0,97,2,2/15,48.5,9.7,30.0,0,0,2015,PBKS,glennmaxwell,https://scores.iplt20.com/ipl/playerimages/Glenn%20Maxwell.png
788,61,Suresh Raina,17,5,12.0,93,2,2/0,46.5,7.75,36.0,0,0,2015,CSK,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
789,62,Jayant Yadav,3,3,7.0,29,2,1/23,14.5,4.14,21.0,0,0,2015,DC,jayantyadav,https://scores.iplt20.com/ipl/playerimages/Jayant%20Yadav.png
790,63,Yusuf Pathan,13,5,10.0,97,2,3/20,48.5,9.7,30.0,0,0,2015,KKR,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
791,64,Corey Anderson,4,2,4.0,33,1,2/18,33.0,8.25,24.0,0,0,2015,MI,coreyanderson,https://scores.iplt20.com/ipl/playerimages/Corey%20Anderson.png
792,65,Deepak Hooda,14,7,15.0,129,1,2/16,129.0,8.5,91.0,0,0,2015,RR,deepakhooda,https://scores.iplt20.com/ipl/playerimages/Deepak%20Hooda.png
793,66,Thisara Perera,2,2,6.0,55,1,3/20,55.0,9.16,36.0,0,0,2015,PBKS,thisaraperera,https://scores.iplt20.com/ipl/playerimages/Thisara%20Perera.png
794,67,Yuvraj Singh,14,6,9.0,72,1,4/29,72.0,8.0,54.0,0,0,2015,DC,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
795,68,Abu Nechim,3,3,12.0,128,1,2/27,128.0,10.66,72.0,0,0,2015,RCB,abunechim,https://scores.iplt20.com/ipl/playerimages/Abu%20Nechim.png
796,69,Dwayne Smith,16,1,2.0,17,1,4/8,17.0,8.5,12.0,0,0,2015,CSK,dwaynesmith,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Smith.png
797,70,Shivam Sharma,1,1,3.0,44,1,2/26,44.0,14.66,18.0,0,0,2015,PBKS,shivamsharma,https://scores.iplt20.com/ipl/playerimages/Shivam%20Sharma.png
798,71,Gurinder Sandhu,3,2,8.0,82,1,1/33,82.0,10.25,48.0,0,0,2015,DC,gurindersandhu,https://scores.iplt20.com/ipl/playerimages/Gurinder%20Sandhu.png
799,72,Shreyas Gopal,1,1,2.0,23,1,4/16,23.0,10.61,13.0,0,0,2015,MI,shreyasgopal,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Gopal.png
800,73,Parveez Rasool,2,2,5.0,31,1,1/20,31.0,6.2,30.0,0,0,2015,SRH,parveezrasool,https://scores.iplt20.com/ipl/playerimages/Parveez%20Rasool.png
801,74,Shardul Thakur,1,1,3.0,38,1,3/19,38.0,12.66,18.0,0,0,2015,PBKS,shardulthakur,https://scores.iplt20.com/ipl/playerimages/Shardul%20Thakur.png
802,75,Hardik Pandya,9,8,17.0,176,1,3/20,176.0,10.35,102.0,0,0,2015,MI,hardikpandya,https://scores.iplt20.com/ipl/playerimages/Hardik%20Pandya.png
803,76,Ishant Sharma,4,4,14.0,159,1,5/12,159.0,11.35,84.0,0,0,2015,SRH,ishantsharma,https://scores.iplt20.com/ipl/playerimages/Ishant%20Sharma.png
804,77,Ronit More,2,2,6.0,59,1,1/31,59.0,10.11,35.0,0,0,2015,CSK,ronitmore,https://scores.iplt20.com/ipl/playerimages/Ronit%20More.png
805,78,Rishi Dhawan,5,5,12.0,110,1,2/14,110.0,9.16,72.0,0,0,2015,PBKS,rishidhawan,https://scores.iplt20.com/ipl/playerimages/Rishi%20Dhawan.png
806,79,Johan Botha,4,4,10.0,81,1,3/6,81.0,8.1,60.0,0,0,2015,KKR,johanbotha,https://scores.iplt20.com/ipl/playerimages/Johan%20Botha.png
807,80,Rahul Tewatia,1,1,3.0,31,1,3/18,31.0,10.33,18.0,0,0,2015,RR,rahultewatia,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tewatia.png
808,81,Juan Theron,1,1,4.0,40,1,2/17,40.0,10.0,24.0,0,0,2015,RR,juantheron,https://scores.iplt20.com/ipl/playerimages/Juan%20Theron.png
809,82,Karanveer Singh,4,4,14.0,157,1,4/54,157.0,11.21,84.0,0,0,2015,PBKS,karanveersingh,https://scores.iplt20.com/ipl/playerimages/Karanveer%20Singh.png
810,83,KC Cariappa,1,1,2.0,28,1,2/16,28.0,14.0,12.0,0,0,2015,KKR,kccariappa,https://scores.iplt20.com/ipl/playerimages/KC%20Cariappa.png
811,84,Pat Cummins,3,3,10.0,97,1,4/34,97.0,9.7,60.0,0,0,2015,KKR,patcummins,https://scores.iplt20.com/ipl/playerimages/Pat%20Cummins.png
812,1,Mohit Sharma,16,16,54.0,452,23,4/14,19.65,8.39,14.04,1,0,2014,CSK,mohitsharma,https://scores.iplt20.com/ipl/playerimages/Mohit%20Sharma.png
813,2,Sunil Narine,16,16,64.0,407,21,5/19,19.38,6.35,18.28,2,0,2014,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
814,3,Bhuvneshwar Kumar,14,14,53.0,354,20,5/19,17.7,6.65,15.95,1,0,2014,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
815,4,Ravindra Jadeja,16,16,54.0,443,19,5/16,23.31,8.15,17.15,2,0,2014,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
816,5,Sandeep Sharma,11,11,40.0,354,18,4/20,19.66,8.81,13.38,0,0,2014,PBKS,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
817,6,Mitchell Johnson,14,14,53.0,444,17,3/26,26.11,8.29,18.88,0,0,2014,PBKS,mitchelljohnson,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Johnson.png
818,7,Axar Patel,17,17,66.0,405,17,4/21,23.82,6.13,23.29,0,0,2014,PBKS,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
819,8,Lasith Malinga,10,10,39.0,253,16,5/13,15.81,6.45,14.68,1,0,2014,MI,lasithmalinga,https://scores.iplt20.com/ipl/playerimages/Lasith%20Malinga.png
820,9,Varun Aaron,10,10,36.0,299,16,3/16,18.68,8.15,13.75,0,0,2014,RCB,varunaaron,https://scores.iplt20.com/ipl/playerimages/Varun%20Aaron.png
821,10,Ravichandran Ashwin,16,16,60.0,437,16,4/34,27.31,7.3,22.43,0,0,2014,CSK,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
822,11,Karn Sharma,14,14,50.0,376,15,4/16,25.06,7.42,20.26,1,0,2014,SRH,karnsharma,https://scores.iplt20.com/ipl/playerimages/Karn%20Sharma.png
823,12,Pravin Tambe,13,13,49.0,356,15,4/20,23.73,7.26,19.6,1,0,2014,RR,pravintambe,https://scores.iplt20.com/ipl/playerimages/Pravin%20Tambe.png
824,13,Harbhajan Singh,14,14,55.0,356,14,5/18,25.42,6.47,23.57,0,0,2014,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
825,14,Piyush Chawla,11,11,39.0,303,14,4/17,21.64,7.67,16.92,0,0,2014,KKR,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
826,15,Mitchell Starc,14,14,53.0,402,14,4/15,28.71,7.49,23.0,0,0,2014,RCB,mitchellstarc,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Starc.png
827,16,Rishi Dhawan,13,13,47.0,365,13,2/14,28.07,7.71,21.84,0,0,2014,PBKS,rishidhawan,https://scores.iplt20.com/ipl/playerimages/Rishi%20Dhawan.png
828,17,Rajat Bhatia,12,12,38.0,283,12,4/15,23.58,7.44,19.0,0,0,2014,RR,rajatbhatia,https://scores.iplt20.com/ipl/playerimages/Rajat%20Bhatia.png
829,18,Morne Morkel,12,12,48.0,367,12,4/20,30.58,7.64,24.0,0,0,2014,KKR,mornemorkel,https://scores.iplt20.com/ipl/playerimages/Morne%20Morkel.png
830,19,Lakshmipathy Balaji,9,9,34.0,299,12,5/24,24.91,8.79,17.0,1,0,2014,PBKS,lakshmipathybalaji,https://scores.iplt20.com/ipl/playerimages/Lakshmipathy%20Balaji.png
831,20,Yuzvendra Chahal,14,14,55.0,386,12,4/25,32.16,7.01,27.5,0,0,2014,RCB,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
832,21,Shakib Al Hasan,13,13,50.0,334,11,3/17,30.36,6.68,27.27,0,0,2014,KKR,shakibalhasan,https://scores.iplt20.com/ipl/playerimages/Shakib%20Al%20Hasan.png
833,22,James Faulkner,13,13,43.0,419,11,5/16,38.09,9.74,23.45,0,0,2014,RR,jamesfaulkner,https://scores.iplt20.com/ipl/playerimages/James%20Faulkner.png
834,23,Dale Steyn,14,14,56.0,431,11,3/11,39.18,7.69,30.54,0,0,2014,SRH,dalesteyn,https://scores.iplt20.com/ipl/playerimages/Dale%20Steyn.png
835,24,Umesh Yadav,12,12,45.0,367,11,4/24,33.36,8.15,24.54,0,0,2014,KKR,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
836,25,Karanveer Singh,5,5,20.0,164,11,4/54,14.9,8.2,10.9,1,0,2014,PBKS,karanveersingh,https://scores.iplt20.com/ipl/playerimages/Karanveer%20Singh.png
837,26,Imran Tahir,6,6,21.0,171,9,4/12,19.0,8.2,13.88,0,0,2014,DC,imrantahir,https://scores.iplt20.com/ipl/playerimages/Imran%20Tahir.png
838,27,Jaydev Unadkat,9,9,31.0,270,9,5/25,30.0,8.66,20.77,0,0,2014,DC,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
839,28,Kane Richardson,7,7,27.0,206,9,3/13,22.88,7.62,18.0,0,0,2014,RR,kanerichardson,https://scores.iplt20.com/ipl/playerimages/Kane%20Richardson.png
840,29,Ashish Nehra,4,4,15.0,142,8,4/10,17.75,9.46,11.25,0,0,2014,CSK,ashishnehra,https://scores.iplt20.com/ipl/playerimages/Ashish%20Nehra.png
841,30,Shahbaz Nadeem,11,11,38.0,311,8,3/16,38.87,8.18,28.5,0,0,2014,DC,shahbaznadeem,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Nadeem.png
842,31,Ben Hilfenhaus,8,8,28.0,246,8,3/27,30.75,8.78,21.0,0,0,2014,CSK,benhilfenhaus,https://scores.iplt20.com/ipl/playerimages/Ben%20Hilfenhaus.png
843,32,Parvinder Awana,7,7,23.0,245,7,4/34,35.0,10.42,20.14,0,0,2014,PBKS,parvinderawana,https://scores.iplt20.com/ipl/playerimages/Parvinder%20Awana.png
844,33,Amit Mishra,10,10,37.0,340,7,5/17,48.57,9.06,32.14,0,0,2014,SRH,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
845,34,Mohammad Shami,12,12,44.0,369,7,3/15,52.71,8.38,37.71,0,0,2014,DC,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
846,35,Vinay Kumar,9,9,32.0,281,7,4/40,40.14,8.78,27.42,0,0,2014,KKR,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
847,36,Shane Watson,13,9,21.0,165,7,4/29,23.57,7.85,18.0,0,0,2014,RR,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
848,37,Shreyas Gopal,4,4,14.0,113,6,4/16,18.83,8.07,14.0,0,0,2014,MI,shreyasgopal,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Gopal.png
849,38,Ishwar Pandey,13,12,42.0,318,6,2/23,53.0,7.57,42.0,0,0,2014,CSK,ishwarpandey,https://scores.iplt20.com/ipl/playerimages/Ishwar%20Pandey.png
850,39,Wayne Parnell,8,8,30.0,223,6,3/27,37.16,7.39,30.16,0,0,2014,DC,wayneparnell,https://scores.iplt20.com/ipl/playerimages/Wayne%20Parnell.png
851,40,Dhawal Kulkarni,8,8,27.0,221,6,4/14,36.83,8.18,27.0,0,0,2014,RR,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
852,41,Yuvraj Singh,14,10,22.0,187,5,4/29,37.4,8.25,27.2,1,0,2014,RCB,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
853,42,Zaheer Khan,6,6,22.0,146,5,4/17,29.2,6.53,26.8,0,0,2014,MI,zaheerkhan,https://scores.iplt20.com/ipl/playerimages/Zaheer%20Khan.png
854,43,Jasprit Bumrah,11,11,39.0,301,5,4/14,60.2,7.58,47.6,0,0,2014,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
855,44,Ashok Dinda,9,9,31.0,270,5,4/18,54.0,8.7,37.2,0,0,2014,RCB,ashokdinda,https://scores.iplt20.com/ipl/playerimages/Ashok%20Dinda.png
856,45,Albie Morkel,7,6,16.0,126,4,4/32,31.5,7.87,24.0,0,0,2014,RCB,albiemorkel,https://scores.iplt20.com/ipl/playerimages/Albie%20Morkel.png
857,46,Jacques Kallis,8,8,22.0,186,4,3/13,46.5,8.45,33.0,0,0,2014,KKR,jacqueskallis,https://scores.iplt20.com/ipl/playerimages/Jacques%20Kallis.png
858,47,Irfan Pathan,10,10,23.0,205,4,3/24,51.25,8.66,35.5,0,0,2014,SRH,irfanpathan,https://scores.iplt20.com/ipl/playerimages/Irfan%20Pathan.png
859,48,Harshal Patel,3,3,11.0,113,4,5/27,28.25,10.27,16.5,0,0,2014,RCB,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
860,49,Dwayne Smith,16,5,10.0,95,4,4/8,23.75,9.5,15.0,0,0,2014,CSK,dwaynesmith,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Smith.png
861,50,Corey Anderson,12,9,18.0,184,4,2/18,46.0,10.22,27.0,0,0,2014,MI,coreyanderson,https://scores.iplt20.com/ipl/playerimages/Corey%20Anderson.png
862,51,Moises Henriques,4,4,10.0,96,4,3/12,24.0,9.6,15.0,0,0,2014,SRH,moiseshenriques,https://scores.iplt20.com/ipl/playerimages/Moises%20Henriques.png
863,52,Kevon Cooper,5,5,18.0,134,4,4/26,33.5,7.44,27.0,0,0,2014,RR,kevoncooper,https://scores.iplt20.com/ipl/playerimages/Kevon%20Cooper.png
864,53,Beuran Hendricks,3,3,12.0,126,4,3/36,31.5,10.5,18.0,0,0,2014,PBKS,beuranhendricks,https://scores.iplt20.com/ipl/playerimages/Beuran%20Hendricks.png
865,54,Ankit Sharma,3,2,8.0,43,4,2/20,10.75,5.37,12.0,0,0,2014,RR,ankitsharma,https://scores.iplt20.com/ipl/playerimages/Ankit%20Sharma.png
